Date,Price,Change,PercentChange,dummy,
1988/12/15,24,7,41.17647059,1,
1988/12/8,17,-2,-10.52631579,0,
1988/12/1,19,2,11.76470588,1,
1988/11/24,17,-13,-43.33333333,0,
1988/11/17,30,7,30.43478261,1,
1988/11/10,23,-12,-34.28571429,0,
1988/11/3,35,-5,-12.5,0,
1988/10/27,40,14,53.84615385,1,
1988/10/20,26,4,18.18181818,1,
1988/10/13,22,9,69.23076923,1,
1988/10/6,13,-13,-50,0,
1988/9/29,26,6,30,1,
1988/9/22,20,-4,-16.66666667,0,
1988/9/15,24,7,41.17647059,1,
1988/9/8,17,-1,-5.555555556,0,
1988/9/1,18,-10,-35.71428571,0,
1988/8/25,28,9,47.36842105,1,
1988/8/18,19,-7,-26.92307692,0,
1988/8/11,26,5,23.80952381,1,
1988/8/4,21,-2,-8.695652174,0,
1988/7/28,23,7,43.75,1,
1988/7/21,16,-10,-38.46153846,0,
1988/7/14,26,-9,-25.71428571,0,
1988/7/7,35,-10,-22.22222222,0,
1988/6/30,45,12,36.36363636,1,
1988/6/23,33,4,13.79310345,1,
1988/6/16,29,1,3.571428571,1,
1988/6/9,28,2,7.692307692,1,
1988/6/2,26,-2,-7.142857143,0,
1988/5/26,28,5,21.73913043,1,
1988/5/19,23,4,21.05263158,1,
1988/5/12,19,-19,-50,0,
1988/5/5,38,16,72.72727273,1,
1988/4/28,22,-1,-4.347826087,0,
1988/4/21,23,0,0,0,
1988/4/14,23,-10,-30.3030303,0,
1988/4/7,33,-2,-5.714285714,0,
1988/3/31,35,-10,-22.22222222,0,
1988/3/24,45,4,9.756097561,1,
1988/3/17,41,-2,-4.651162791,0,
1988/3/10,43,5,13.15789474,1,
1988/3/3,38,8,26.66666667,1,
1988/2/25,30,3,11.11111111,1,
1988/2/18,27,-5,-15.625,0,
1988/2/11,32,0,0,0,
1988/2/4,32,6,23.07692308,1,
1988/1/28,26,5,23.80952381,1,
1988/1/21,21,-13,-38.23529412,0,
1988/1/14,34,0,0,0,
1988/1/7,34,9,36,1,
1987/12/31,25,-3,-10.71428571,0,
1987/12/24,28,-5,-15.15151515,0,
1987/12/17,33,10,43.47826087,1,
1987/12/10,23,-2,-8,0,
1987/12/3,25,-2,-7.407407407,0,
1987/11/26,27,-12,-30.76923077,0,
1987/11/19,39,8,25.80645161,1,
1987/11/12,31,-16,-34.04255319,0,
1987/11/5,47,3,6.818181818,1,
1987/10/29,44,5,12.82051282,1,
1987/10/22,39,2,5.405405405,1,
1987/10/15,37,-9,-19.56521739,0,
1987/10/8,46,2,4.545454545,1,
1987/10/1,44,-9,-16.98113208,0,
1987/9/24,53,-7,-11.66666667,0,
1987/9/17,60,10,20,1,
1987/9/10,50,8,19.04761905,1,
1987/9/3,42,-10,-19.23076923,0,
1987/8/27,52,-14,-21.21212121,0,
1987/8/20,66,21,46.66666667,1,
1987/8/13,45,-11,-19.64285714,0,
1987/8/6,56,30,115.3846154,1,
1987/7/30,26,-10,-27.77777778,0,
1987/7/23,36,,,1,
